sido,sigungu,legal_dong,complex_name,legal_address,road_address,household_count
서울특별시,종로구,내수동,경희궁의아침3단지,서울특별시 종로구 내수동 72 경희궁의아침3단지,서울특별시 종로구 사직로8길 34,150
서울특별시,종로구,내수동,경희궁의아침4단지,서울특별시 종로구 내수동 73- 경희궁의아침4단지,,120
서울특별시,종로구,내수동,경희궁파크팰리스,서울특별시 종로구 내수동 95- 경희궁파크팰리스,,142
서울특별시,종로구,신문로2가,광화문스페이스본 아파트,"서울특별시 종로구 신문로2가 1-434,서울특별시 종로구 신문로2가 1-435 광화문스페이스본 아파트","서울특별시 종로구 사직로8길 4,서울특별시 종로구 경희궁길 57",744
서울특별시,종로구,익선동,현대뜨레비앙,서울특별시 종로구 익선동 55 현대뜨레비앙,서울특별시 종로구 돈화문로11가길 59,291
서울특별시,종로구,낙원동,낙원아파트,서울특별시 종로구 낙원동 288- 낙원아파트,,149
서울특별시,종로구,인의동,효성주얼리시티아파트,서울특별시 종로구 인의동 48-2 효성주얼리시티아파트,서울특별시 종로구 종로 183,298
서울특별시,종로구,효제동,포레스트힐시티,서울특별시 종로구 효제동 65-2 포레스트힐시티,서울특별시 종로구 대학로 33,152
서울특별시,종로구,충신동,힐스테이트 창경궁,서울특별시 종로구 충신동 60- 힐스테이트 창경궁,서울특별시 종로구 율곡로 236,181
서울특별시,종로구,명륜2가,명륜아남1차,서울특별시 종로구 명륜2가 4 명륜아남1차,서울특별시 종로구 창경궁로 265,436
서울특별시,종로구,명륜2가,주상복합아남아파트,서울특별시 종로구 명륜2가 237 주상복합아남아파트,,136
서울특별시,종로구,창신동,창신두산,서울특별시 종로구 창신동 232 창신두산,서울특별시 종로구 지봉로5길 7,529
서울특별시,종로구,창신동,창신쌍용1단지,서울특별시 종로구 창신동 702 창신쌍용1단지,서울특별시 종로구 동망산길 19,585
서울특별시,종로구,창신동,창신쌍용아파트2단지,서울특별시 종로구 창신동 703 창신쌍용아파트2단지,서울특별시 종로구 낙산길 198,919
서울특별시,종로구,창신동,창신이수아파트,서울특별시 종로구 창신동 23-816 창신이수아파트,,113
서울특별시,종로구,숭인동,롯데캐슬천지인,서울특별시 종로구 숭인동 76 롯데캐슬천지인,서울특별시 종로구 종로 347,220
서울특별시,종로구,숭인동,숭인상가아파트,서울특별시 종로구 숭인동 204-11 숭인상가아파트,서울특별시 종로구 청계천로 391,109
서울특별시,종로구,숭인동,종로센트레빌,서울특별시 종로구 숭인동 2-1 종로센트레빌,서울특별시 종로구 동망산길 47,416
서울특별시,종로구,숭인동,종로청계힐스테이트,서울특별시 종로구 숭인동 766 종로청계힐스테이트,서울특별시 종로구 숭인동길 21,288
서울특별시,종로구,평동,경희궁자이3단지,서울특별시 종로구 평동 233 경희궁자이3단지,서울특별시 종로구 경교장길 35,589
서울특별시,종로구,홍파동,경희궁자이2단지 아파트,서울특별시 종로구 홍파동 199 경희궁자이2단지 아파트,서울특별시 종로구 송월길 99,1148
서울특별시,종로구,교북동,경희궁자이4단지주상복합,서울특별시 종로구 교북동 126 경희궁자이4단지주상복합,서울특별시 종로구 송월길 155,182
서울특별시,종로구,행촌동,경희궁자이1단지(임대아파트),서울특별시 종로구 행촌동 211 경희궁자이1단지(임대아파트),서울특별시 종로구 송월길 130,496
서울특별시,종로구,구기동,구기동 청구빌라,서울특별시 종로구 구기동 266- 구기동 청구빌라,,114
서울특별시,종로구,구기동,동익빌라,서울특별시 종로구 구기동 40 동익빌라,서울특별시 종로구 홍지문길 64,123
서울특별시,종로구,평창동,금강주택,서울특별시 종로구 평창동 170 금강주택,서울특별시 종로구 평창12길 8-22,168
서울특별시,종로구,평창동,금강하이츠빌라,서울특별시 종로구 평창동 64-3 금강하이츠빌라,,252
서울특별시,종로구,평창동,평창동 롯데캐슬로잔,서울특별시 종로구 평창동 108- 평창동 롯데캐슬로잔,,112
서울특별시,종로구,평창동,평창롯데,서울특별시 종로구 평창동 72 평창롯데,서울특별시 종로구 평창문화로 140,156
서울특별시,종로구,평창동,평창삼성,서울특별시 종로구 평창동 596 평창삼성,서울특별시 종로구 평창문화로 172,176
서울특별시,종로구,무악동,경희궁 롯데캐슬아파트,"서울특별시 종로구 무악동 89-,서울특별시 종로구 무악동 89 경희궁 롯데캐슬아파트",서울특별시 종로구 통일로 230,195
서울특별시,종로구,무악동,무악현대아파트,서울특별시 종로구 무악동 82 무악현대아파트,서울특별시 종로구 통일로 246-20,964
서울특별시,종로구,무악동,무악현대임대아파트,서울특별시 종로구 무악동 83 무악현대임대아파트,서울특별시 종로구 통일로 246-11,550
서울특별시,종로구,무악동,인왕산2차아이파크아파트,"서울특별시 종로구 무악동 71-1,서울특별시 종로구 무악동 88 인왕산2차아이파크아파트",서울특별시 종로구 통일로18길 34,167
서울특별시,종로구,무악동,인왕산아이파크,서울특별시 종로구 무악동 60 인왕산아이파크,서울특별시 종로구 통일로18길 9,810
서울특별시,중구,남대문로5가,남대문(양동) 단지,서울특별시 중구 남대문로5가 548- 남대문(양동) 단지,,182
서울특별시,중구,회현동1가,남산SK리더스뷰,서울특별시 중구 회현동1가 206 남산SK리더스뷰,서울특별시 중구 퇴계로 72,233
서울특별시,중구,회현동1가,남산롯데캐슬아이리스,서울특별시 중구 회현동1가 208 남산롯데캐슬아이리스,서울특별시 중구 소공로 35,386
서울특별시,중구,회현동2가,쌍용남산플래티넘,서울특별시 중구 회현동2가 87 쌍용남산플래티넘,서울특별시 중구 소공로 46,236
서울특별시,중구,충무로4가,남산센트럴자이,서울특별시 중구 충무로4가 306 남산센트럴자이,서울특별시 중구 퇴계로 235,273
서울특별시,중구,충무로4가,충무로진양,서울특별시 중구 충무로4가 120-3 충무로진양,서울특별시 중구 퇴계로 217,288
서울특별시,중구,충무로5가,충무로엘크루메트로시티2,서울특별시 중구 충무로5가 36-2 충무로엘크루메트로시티2,서울특별시 중구 퇴계로49길 14,171
서울특별시,중구,인현동2가,세운푸르지오헤리시티,서울특별시 중구 인현동2가 240 세운푸르지오헤리시티,서울특별시 중구 마른내로 79,614
서울특별시,중구,인현동2가,인현신성,서울특별시 중구 인현동2가 192-30 인현신성,서울특별시 중구 마른내로 72,180
서울특별시,중구,묵정동,묵정아파트,서울특별시 중구 묵정동 11-67 묵정아파트,서울특별시 중구 서애로1길 34,122
서울특별시,중구,묵정동,힐스테이트 남산,서울특별시 중구 묵정동 35 힐스테이트 남산,서울특별시 중구 퇴계로46길 26,282
서울특별시,중구,오장동,오렌지카운티 을지로,서울특별시 중구 오장동 145-1 오렌지카운티 을지로,서울특별시 중구 동호로33길 15,157
서울특별시,중구,입정동,힐스테이트세운센트럴1단지,서울특별시 중구 입정동 189-1 힐스테이트세운센트럴1단지,서울특별시 중구 을지로15길 32,414
서울특별시,중구,입정동,힐스테이트세운센트럴2단지,서울특별시 중구 입정동 2-4 힐스테이트세운센트럴2단지,서울특별시 중구 을지로15길 32,608
서울특별시,중구,신당동,래미안신당하이베르,서울특별시 중구 신당동 851 래미안신당하이베르,서울특별시 중구 퇴계로90길 74,784
서울특별시,중구,신당동,래미안신당하이베르임대,서울특별시 중구 신당동 851-1 래미안신당하이베르임대,서울특별시 중구 퇴계로90길 74,161
서울특별시,중구,신당동,신당 파인힐 하나유보라,서울특별시 중구 신당동 171 신당 파인힐 하나유보라,서울특별시 중구 왕십리로 407,718
서울특별시,중구,신당동,신당KCC스위첸아파트,서울특별시 중구 신당동 856 신당KCC스위첸아파트,서울특별시 중구 난계로 130,176
서울특별시,중구,신당동,신당남산타운(분양),서울특별시 중구 신당동 844 신당남산타운(분양),서울특별시 중구 다산로 32,3116
서울특별시,중구,신당동,신당남산타운임대,서울특별시 중구 신당동 844 신당남산타운임대,서울특별시 중구 다산로 32,2034
서울특별시,중구,신당동,신당삼성(분양),서울특별시 중구 신당동 843 신당삼성(분양),서울특별시 중구 청구로1길 23,994
서울특별시,중구,신당동,신당삼성임대,"서울특별시 중구 신당동 843,서울특별시 중구 신당동 843-1 신당삼성임대",서울특별시 중구 청구로1길 23,440
서울특별시,중구,신당동,신당약수하이츠,서울특별시 중구 신당동 842 신당약수하이츠,서울특별시 중구 동호로10길 30,1598
서울특별시,중구,신당동,신당푸르지오,서울특별시 중구 신당동 850 신당푸르지오,서울특별시 중구 다산로36길 110,461
서울특별시,중구,신당동,신당현대,서울특별시 중구 신당동 840 신당현대,서울특별시 중구 다산로36길 109,942
서울특별시,중구,신당동,약수역 더시티,서울특별시 중구 신당동 367-15 약수역 더시티,서울특별시 중구 동호로7길 14,153
서울특별시,중구,신당동,약수하이츠아파트(임대),서울특별시 중구 신당동 842 약수하이츠아파트(임대),서울특별시 중구 동호로10길 30,684
서울특별시,중구,신당동,청구e편한세상(분양),서울특별시 중구 신당동 852 청구e편한세상(분양),서울특별시 중구 청구로 64,737
서울특별시,중구,신당동,청구e편한세상임대,서울특별시 중구 신당동 852-1 청구e편한세상임대,서울특별시 중구 청구로 64,158
서울특별시,중구,신당동,파라다이스,서울특별시 중구 신당동 846 파라다이스,서울특별시 중구 다산로42나길 46,132
서울특별시,중구,흥인동,동대문와이즈캐슬,서울특별시 중구 흥인동 119 동대문와이즈캐슬,서울특별시 중구 퇴계로75길 7,150
서울특별시,중구,흥인동,청계천두산위브더제니스,서울특별시 중구 흥인동 13-1 청계천두산위브더제니스,서울특별시 중구 다산로46길 17,295
서울특별시,중구,황학동,SH황학롯데캐슬베네치아,서울특별시 중구 황학동 2545 SH황학롯데캐슬베네치아,서울특별시 중구 청계천로 400,336
서울특별시,중구,황학동,롯데캐슬베네치아,서울특별시 중구 황학동 2545 롯데캐슬베네치아,서울특별시 중구 청계천로 400,1534
서울특별시,중구,황학동,한양아이클래스,서울특별시 중구 황학동 787 한양아이클래스,,100
서울특별시,중구,황학동,황학아크로타워,서울특별시 중구 황학동 2523 황학아크로타워,서울특별시 중구 퇴계로 447,263
서울특별시,중구,황학동,황학코아루,서울특별시 중구 황학동 882 황학코아루,서울특별시 중구 난계로11길 30,112
서울특별시,중구,정동,삼정아트테라스정동,서울특별시 중구 정동 37 삼정아트테라스정동,서울특별시 중구 서소문로 89-20,168
서울특별시,중구,순화동,덕수궁롯데캐슬아파트,서울특별시 중구 순화동 217 덕수궁롯데캐슬아파트,서울특별시 중구 서소문로9길 28,296
서울특별시,중구,순화동,순화동포스코더샵,서울특별시 중구 순화동 151 순화동포스코더샵,서울특별시 중구 칠패로 27,137
서울특별시,중구,중림동,더플레이스충정로,서울특별시 중구 중림동 1154 더플레이스충정로,서울특별시 중구 중림로 21,277
서울특별시,중구,중림동,브라운스톤서울아파트,서울특별시 중구 중림동 355 브라운스톤서울아파트,,110
서울특별시,중구,중림동,중림삼성래미안아파트,서울특별시 중구 중림동 201 중림삼성래미안아파트,서울특별시 중구 중림로4길 41,355
서울특별시,중구,중림동,중림삼성사이버빌리지,서울특별시 중구 중림동 200 중림삼성사이버빌리지,서울특별시 중구 중림로 10,712
서울특별시,중구,만리동1가,엘아이지서울역리가,서울특별시 중구 만리동1가 231 엘아이지서울역리가,서울특별시 중구 만리재로33길 21,181
서울특별시,중구,만리동2가,서울역센트럴자이아파트,서울특별시 중구 만리동2가 273 서울역센트럴자이아파트,서울특별시 중구 만리재로 175,1341
서울특별시,중구,만리동2가,서울역한라비발디센트럴아파트,서울특별시 중구 만리동2가 288 서울역한라비발디센트럴아파트,서울특별시 중구 만리재로 177,199
서울특별시,용산구,후암동,후암미주,서울특별시 용산구 후암동 423-1 후암미주,서울특별시 용산구 후암로 71-1,226
서울특별시,용산구,갈월동,용산 남영역 롯데캐슬 헤리티지,서울특별시 용산구 갈월동 98-6 용산 남영역 롯데캐슬 헤리티지,,269
서울특별시,용산구,동자동,동부센트레빌아스테리움서울,서울특별시 용산구 동자동 45 동부센트레빌아스테리움서울,서울특별시 용산구 한강대로 372,278
서울특별시,용산구,서계동,어반허브 서울스테이션,서울특별시 용산구 서계동 100-1 어반허브 서울스테이션,,265
서울특별시,용산구,원효로1가,리첸시아용산,"서울특별시 용산구 원효로1가 133-3,서울특별시 용산구 문배동 40-31 리첸시아용산",서울특별시 용산구 백범로 341,260
서울특별시,용산구,원효로1가,용산더프라임,서울특별시 용산구 원효로1가 41 용산더프라임,서울특별시 용산구 원효로90길 11,559
서울특별시,용산구,원효로1가,용산원효루미니,서울특별시 용산구 원효로1가 134 용산원효루미니,서울특별시 용산구 원효로97길 15,752
서울특별시,용산구,신창동,신창세방리버하이빌,서울특별시 용산구 신창동 102 신창세방리버하이빌,서울특별시 용산구 효창원로15길 16,176
서울특별시,용산구,산천동,리버힐삼성아파트,서울특별시 용산구 산천동 193 리버힐삼성아파트,서울특별시 용산구 효창원로 17,1102
서울특별시,용산구,산천동,산천리버힐제2,서울특별시 용산구 산천동 194 산천리버힐제2,서울특별시 용산구 효창원로13길 7,363
서울특별시,용산구,산천동,한강타운,서울특별시 용산구 산천동 204 한강타운,서울특별시 용산구 새창로8길 157,289
서울특별시,용산구,청암동,청암자이,서울특별시 용산구 청암동 181 청암자이,서울특별시 용산구 삼개로 60,170
서울특별시,용산구,원효로4가,원효로강변삼성스위트,서울특별시 용산구 원효로4가 178 원효로강변삼성스위트,서울특별시 용산구 원효로 40,300
서울특별시,용산구,원효로4가,원효산호,서울특별시 용산구 원효로4가 118-16 원효산호,서울특별시 용산구 원효로 66,9
서울특별시,용산구,원효로4가,풍전아파트,"서울특별시 용산구 원효로4가 109-4,서울특별시 용산구 원효로4가 112-1 풍전아파트",,138
서울특별시,용산구,효창동,용산kcc스위첸,서울특별시 용산구 효창동 286 용산kcc스위첸,서울특별시 용산구 백범로 275,199
서울특별시,용산구,효창동,용산데시앙포레아파트,서울특별시 용산구 효창동 288 용산데시앙포레아파트,서울특별시 용산구 효창원로 227,384
서울특별시,용산구,효창동,용산롯데캐슬센터포레아파트,서울특별시 용산구 효창동 13-2 용산롯데캐슬센터포레아파트,서울특별시 용산구 백범로 313,478
서울특별시,용산구,효창동,효창파크푸르지오,서울특별시 용산구 효창동 274 효창파크푸르지오,서울특별시 용산구 백범로 260,307
서울특별시,용산구,효창동,효창한신,서울특별시 용산구 효창동 5-145 효창한신,,120
서울특별시,용산구,도원동,도원삼성래미안,서울특별시 용산구 도원동 23 도원삼성래미안,서울특별시 용산구 새창로 70,1458
서울특별시,용산구,도원동,도원삼성제2,서울특별시 용산구 도원동 25 도원삼성제2,서울특별시 용산구 새창로8길 7,534
서울특별시,용산구,용문동,브라운스톤용산,서울특별시 용산구 용문동 90 브라운스톤용산,서울특별시 용산구 효창원로 88,195
서울특별시,용산구,문배동,용산 KCC 웰츠타워,서울특별시 용산구 문배동 11-10 용산 KCC 웰츠타워,서울특별시 용산구 백범로90길 90,232
서울특별시,용산구,문배동,용산CJ나인파크,서울특별시 용산구 문배동 24-6 용산CJ나인파크,서울특별시 용산구 백범로90다길 12,280
서울특별시,용산구,문배동,용산아크로타워,서울특별시 용산구 문배동 24-21 용산아크로타워,서울특별시 용산구 백범로90길 26,208
서울특별시,용산구,문배동,이안용산프리미어,서울특별시 용산구 문배동 3-3 이안용산프리미어,서울특별시 용산구 청파로 213,188
서울특별시,용산구,신계동,용산e편한세상,서울특별시 용산구 신계동 48 용산e편한세상,서울특별시 용산구 원효로 216,867
서울특별시,용산구,한강로1가,대우월드마크용산,서울특별시 용산구 한강로1가 64 대우월드마크용산,서울특별시 용산구 한강대로 211,160
서울특별시,용산구,한강로1가,용산파크자이,서울특별시 용산구 한강로1가 50-1 용산파크자이,서울특별시 용산구 한강대로 205,310
서울특별시,용산구,한강로2가,래미안용산아파트,서울특별시 용산구 한강로2가 422 래미안용산아파트,서울특별시 용산구 한강대로 95,195
서울특별시,용산구,한강로2가,아스테리움용산,서울특별시 용산구 한강로2가 419- 아스테리움용산,서울특별시 용산구 한강대로30길 25,128
서울특별시,용산구,한강로2가,용산 베르디움 프렌즈,서울특별시 용산구 한강로2가 426 용산 베르디움 프렌즈,서울특별시 용산구 백범로99길 40,1086
서울특별시,용산구,한강로2가,용산파크 이편한세상,서울특별시 용산구 한강로2가 417 용산파크 이편한세상,서울특별시 용산구 한강대로53길 16,146
서울특별시,용산구,한강로2가,용산푸르지오써밋,"서울특별시 용산구 한강로2가 420-,서울특별시 용산구 한강로2가 391,서울특별시 용산구 한강로2가 420 용산푸르지오써밋",서울특별시 용산구 한강대로 69,151
서울특별시,용산구,한강로2가,한강로대우아이빌,서울특별시 용산구 한강로2가 2-11 한강로대우아이빌,,110
서울특별시,용산구,한강로2가,한강로벽산메가트리움,서울특별시 용산구 한강로2가 2-8 한강로벽산메가트리움,서울특별시 용산구 한강대로43길 8,248
서울특별시,용산구,한강로2가,호반써밋 에이디션,서울특별시 용산구 한강로2가 429 호반써밋 에이디션,,110
서울특별시,용산구,용산동5가,파크타워,"서울특별시 용산구 용산동5가 24,서울특별시 용산구 용산동5가 24-1 파크타워","서울특별시 용산구 서빙고로 67,서울특별시 용산구 서빙고로 69",888
서울특별시,용산구,한강로3가,시티파크2단지,서울특별시 용산구 한강로3가 63-387 시티파크2단지,서울특별시 용산구 서빙고로 31,208
서울특별시,용산구,한강로3가,에피소드용산241,"서울특별시 용산구 한강로3가 100,서울특별시 용산구 한강로3가 100- 에피소드용산241",,162
서울특별시,용산구,한강로3가,용산센트럴파크,서울특별시 용산구 한강로3가 63-70 용산센트럴파크,서울특별시 용산구 서빙고로 17,1140
서울특별시,용산구,한강로3가,용산시티파크1단지,서울특별시 용산구 한강로3가 63-389 용산시티파크1단지,서울특별시 용산구 서빙고로 35,421
서울특별시,용산구,한강로3가,한강로우림필유,서울특별시 용산구 한강로3가 91 한강로우림필유,서울특별시 용산구 이촌로29길 21-7,144
서울특별시,용산구,한강로3가,한강트럼프월드3차,서울특별시 용산구 한강로3가 65-230 한강트럼프월드3차,서울특별시 용산구 한강대로 26,385
서울특별시,용산구,이촌동,LG한강자이,서울특별시 용산구 이촌동 430 LG한강자이,서울특별시 용산구 이촌로64길 15,656
서울특별시,용산구,이촌동,동부이촌동우성,서울특별시 용산구 이촌동 399-1 동부이촌동우성,서울특별시 용산구 이촌로 193,243
서울특별시,용산구,이촌동,동원베네스트 아파트,서울특별시 용산구 이촌동 434 동원베네스트 아파트,서울특별시 용산구 이촌로14길 7,103
서울특별시,용산구,이촌동,래미안첼리투스,서울특별시 용산구 이촌동 300-3 래미안첼리투스,서울특별시 용산구 이촌로 300,460
서울특별시,용산구,이촌동,북한강성원아파트,서울특별시 용산구 이촌동 422 북한강성원아파트,서울특별시 용산구 이촌로2가길 66,340
서울특별시,용산구,이촌동,이촌,"서울특별시 용산구 이촌동 414,서울특별시 용산구 이촌동 412 이촌","서울특별시 용산구 이촌로87길 21,서울특별시 용산구 이촌로89길 32",834
서울특별시,용산구,이촌동,이촌강촌아파트,서울특별시 용산구 이촌동 402 이촌강촌아파트,서울특별시 용산구 이촌로81길 14,1001
서울특별시,용산구,이촌동,이촌대림,서울특별시 용산구 이촌동 395 이촌대림,서울특별시 용산구 이촌로2가길 122,638
서울특별시,용산구,이촌동,이촌동부센트레빌,서울특별시 용산구 이촌동 418 이촌동부센트레빌,서울특별시 용산구 이촌로 174,309
서울특별시,용산구,이촌동,이촌동삼성리버스위트,서울특별시 용산구 이촌동 426 이촌동삼성리버스위트,서울특별시 용산구 이촌로88길 30,244
서울특별시,용산구,이촌동,이촌동아그린아파트,서울특별시 용산구 이촌동 411 이촌동아그린아파트,서울특별시 용산구 이촌로 100-8,499
서울특별시,용산구,이촌동,이촌반도,서울특별시 용산구 이촌동 301-170 이촌반도,서울특별시 용산구 이촌로 324-10,192
서울특별시,용산구,이촌동,이촌왕궁,서울특별시 용산구 이촌동 300-11 이촌왕궁,서울특별시 용산구 이촌로88길 15,250
서울특별시,용산구,이촌동,이촌한강맨션,"서울특별시 용산구 이촌동 300-62,서울특별시 용산구 이촌동 300-23,서울특별시 용산구 이촌동 300-68,서울특별시 용산구 이촌동 300-101,서울특별시 용산구 이촌동 300-104,서울특별시 용산구 이촌동 300-80,서울특별시 용산구 이촌동 300-107,서울특별시 용산구 이촌동 300-83,서울특별시 용산구 이촌동 300-153,서울특별시 용산구 이촌동 300-163,서울특별시 용산구 이촌동 300-95,서울특별시 용산구 이촌동 300-130,서울특별시 용산구 이촌동 300-166,서울특별시 용산구 이촌동 300-65,서울특별시 용산구 이촌동 300-92,서울특별시 용산구 이촌동 300-127,서울특별시 용산구 이촌동 300-89,서울특별시 용산구 이촌동 300-26,서울특별시 용산구 이촌동 300-133,서울특별시 용산구 이촌동 300-157,서울특별시 용산구 이촌동 300-25,서울특별시 용산구 이촌동 300-77,서울특별시 용산구 이촌동 300-160 이촌한강맨션",서울특별시 용산구 이촌로 248,660
서울특별시,용산구,이촌동,점보,서울특별시 용산구 이촌동 300-10 점보,서울특별시 용산구 이촌로88길 3,144
서울특별시,용산구,이촌동,한가람아파트,"서울특별시 용산구 이촌동 404,서울특별시 용산구 이촌동 410,서울특별시 용산구 이촌동 407,서울특별시 용산구 이촌동 405,서울특별시 용산구 이촌동 406,서울특별시 용산구 이촌동 409 한가람아파트","서울특별시 용산구 이촌로 201,서울특별시 용산구 이촌로69길 30,서울특별시 용산구 이촌로71길 10,서울특별시 용산구 이촌로65가길 51,서울특별시 용산구 이촌로65가길 23,서울특별시 용산구 이촌로65길 8",2036
서울특별시,용산구,이촌동,한강대우,서울특별시 용산구 이촌동 415 한강대우,서울특별시 용산구 이촌로 181,834
서울특별시,용산구,이촌동,한강삼익,서울특별시 용산구 이촌동 300-301 한강삼익,서울특별시 용산구 이촌로 264,252
서울특별시,용산구,이촌동,현대한강,서울특별시 용산구 이촌동 400 현대한강,서울특별시 용산구 이촌로34길 29,516
서울특별시,용산구,이태원동,이태원남산대림,서울특별시 용산구 이태원동 729 이태원남산대림,"서울특별시 용산구 녹사평대로 254,서울특별시 용산구 회나무로13길 9",400
서울특별시,용산구,이태원동,이태원주공아파트,서울특별시 용산구 이태원동 728 이태원주공아파트,,130
서울특별시,용산구,이태원동,청화아파트,서울특별시 용산구 이태원동 22-2 청화아파트,서울특별시 용산구 장문로 27,578
서울특별시,용산구,한남동,나인원 한남,서울특별시 용산구 한남동 680-1 나인원 한남,서울특별시 용산구 한남대로 91,341
서울특별시,용산구,한남동,동원베네스트,서울특별시 용산구 한남동 522-1 동원베네스트,,129
서울특별시,용산구,한남동,한남더힐,서울특별시 용산구 한남동 810 한남더힐,서울특별시 용산구 독서당로 111,600
서울특별시,용산구,한남동,한남동리첸시아,서울특별시 용산구 한남동 72-1 한남동리첸시아,서울특별시 용산구 한남대로 60,371
서울특별시,용산구,한남동,한남동현대하이페리온아파트,"서울특별시 용산구 한남동 805-,서울특별시 용산구 한남동 805 한남동현대하이페리온아파트",,122
서울특별시,용산구,한남동,한남리버탑아파트,서울특별시 용산구 한남동 802 한남리버탑아파트,서울특별시 용산구 독서당로6길 16,119
서울특별시,용산구,한남동,한남아이파크,서울특별시 용산구 한남동 93 한남아이파크,서울특별시 용산구 독서당로 46,280
서울특별시,용산구,한남동,한남힐스테이트,서울특별시 용산구 한남동 807 한남힐스테이트,서울특별시 용산구 장문로 141,283
서울특별시,용산구,한남동,한성아파트,서울특별시 용산구 한남동 29-4 한성아파트,,125
서울특별시,용산구,서빙고동,서빙고 그린파크 아파트,서울특별시 용산구 서빙고동 293- 서빙고 그린파크 아파트,,123
서울특별시,용산구,서빙고동,서빙고금호베스트빌,서울특별시 용산구 서빙고동 296 서빙고금호베스트빌,서울특별시 용산구 서빙고로51길 68-14,172
서울특별시,용산구,서빙고동,서빙고신동아,서울특별시 용산구 서빙고동 241-21 서빙고신동아,서울특별시 용산구 이촌로 347,1326
서울특별시,용산구,보광동,보광삼성리버빌,서울특별시 용산구 보광동 151 보광삼성리버빌,서울특별시 용산구 보광로5길 40,242
서울특별시,용산구,보광동,신동아아파트,서울특별시 용산구 보광동 448 신동아아파트,서울특별시 용산구 보광로 14,226
서울특별시,성동구,상왕십리동,왕십리텐즈힐2구역214동,서울특별시 성동구 상왕십리동 811 왕십리텐즈힐2구역214동,서울특별시 성동구 마장로 137,211
서울특별시,성동구,상왕십리동,텐즈힐2구역,서울특별시 성동구 상왕십리동 811 텐즈힐2구역,서울특별시 성동구 마장로 137,937
서울특별시,성동구,하왕십리동,금호베스트빌아파트 제2관리사무소,서울특별시 성동구 하왕십리동 1053 금호베스트빌아파트 제2관리사무소,서울특별시 성동구 난계로 114-31,274
서울특별시,성동구,하왕십리동,무학현대,서울특별시 성동구 하왕십리동 992 무학현대,서울특별시 성동구 무학봉길 49,277
서울특별시,성동구,하왕십리동,서울 왕십리 KCC스위첸아파트,서울특별시 성동구 하왕십리동 1002 서울 왕십리 KCC스위첸아파트,서울특별시 성동구 무학봉길 35,272
서울특별시,성동구,하왕십리동,센트라스,"서울특별시 성동구 하왕십리동 700,서울특별시 성동구 하왕십리동 1070,서울특별시 성동구 하왕십리동 1070- 센트라스",서울특별시 성동구 왕십리로 410,2529
서울특별시,성동구,하왕십리동,왕십리 자이 아파트,서울특별시 성동구 하왕십리동 1071 왕십리 자이 아파트,서울특별시 성동구 난계로 100,587
서울특별시,성동구,하왕십리동,왕십리텐즈힐1단지(임대),"서울특별시 성동구 하왕십리동 339-67,서울특별시 성동구 하왕십리동 1066 왕십리텐즈힐1단지(임대)",서울특별시 성동구 무학로 33,333
서울특별시,성동구,하왕십리동,왕십리풍림아이원,서울특별시 성동구 하왕십리동 1061 왕십리풍림아이원,서울특별시 성동구 난계로 84,758
서울특별시,성동구,하왕십리동,청계벽산,서울특별시 성동구 하왕십리동 258 청계벽산,서울특별시 성동구 무학로 50,822
서울특별시,성동구,하왕십리동,청계벽산아파트제2관리사무소,서울특별시 성동구 하왕십리동 258 청계벽산아파트제2관리사무소,서울특별시 성동구 무학로 50,510
서울특별시,성동구,하왕십리동,텐즈힐1단지,"서울특별시 성동구 하왕십리동 1066,서울특별시 성동구 하왕십리동 339 텐즈힐1단지",서울특별시 성동구 무학로 33,1369
서울특별시,성동구,하왕십리동,하왕극동미라주,서울특별시 성동구 하왕십리동 1058 하왕극동미라주,서울특별시 성동구 난계로 73,414
서울특별시,성동구,하왕십리동,하왕금호베스트빌,서울특별시 성동구 하왕십리동 1052 하왕금호베스트빌,서울특별시 성동구 난계로 114-31,458
서울특별시,성동구,하왕십리동,하왕십리극동미라주2,서울특별시 성동구 하왕십리동 1057 하왕십리극동미라주2,서울특별시 성동구 난계로 73,191
서울특별시,성동구,하왕십리동,한신무학,서울특별시 성동구 하왕십리동 990 한신무학,서울특별시 성동구 왕십리로31나길 22,480
서울특별시,성동구,하왕십리동,한진해모로,서울특별시 성동구 하왕십리동 1050 한진해모로,서울특별시 성동구 왕십리로31길 20,246
서울특별시,성동구,홍익동,청계대주파크빌,서울특별시 성동구 홍익동 53 청계대주파크빌,서울특별시 성동구 무학로12길 11,101
서울특별시,성동구,도선동,성동삼성쉐르빌,서울특별시 성동구 도선동 69 성동삼성쉐르빌,서울특별시 성동구 무학로6길 50,342
서울특별시,성동구,마장동,라봄성동청년안심주택,서울특별시 성동구 마장동 836- 라봄성동청년안심주택,,346
서울특별시,성동구,마장동,마장SH-vill임대,서울특별시 성동구 마장동 831 마장SH-vill임대,서울특별시 성동구 마조로15가길 23,400
서울특별시,성동구,마장동,마장세림,서울특별시 성동구 마장동 784 마장세림,서울특별시 성동구 마장로42길 16,811
서울특별시,성동구,마장동,왕십리 대성유니드 아파트,서울특별시 성동구 마장동 825 왕십리 대성유니드 아파트,서울특별시 성동구 마장로37길 7,248
서울특별시,성동구,마장동,왕십리금호어울림아파트,서울특별시 성동구 마장동 820 왕십리금호어울림아파트,서울특별시 성동구 마조로 57,367
